user_id,gender,date_of_birth,workclass,education_level,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,address,email,inquiry_purpose_code,institute_type,account_type,asset_class_cd,asset_code,portfolio_type,approved,approved_loan_amount
6a99229f-270a-4d4c-834c-d318edc037c4, Male,1/1/1996, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family,0,0,40,"6227 Ball Meadows
Benjaminside, TX 45530",lindabrown@hotmail.com,13,NBF,5,,1,R,0,129000
a3f4c04e-b0a2-467a-995d-0872117c2307, Male,1/2/1990, Private, HS-grad,9, Never-married, Other-service, Not-in-family,0,0,30,"PSC 2718, Box 9649
APO AP 54111",kellybailey@gmail.com,6,NBF,5,,1,R,0,1232000
e5fd2075-02d5-43cf-9068-c6f0a082cfa4, Female,1/3/1985, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family,0,0,40,"458 Martinez Well
Lake Dustin, UT 79153",traceyedwards@yahoo.com,16,NBF,5,,1,R,0,828000
f48dae1e-8a62-4d23-a8bc-f0c65bb840ff, Male,1/4/1981, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband,0,0,40,"PSC 4138, Box 0832
APO AA 41843",jeffrey52@blackwell-knight.com,13,NBF,173,D,1,I,0,1803000
c44854eb-b1a3-462b-aed1-900d6d33d291, Female,1/5/1978, Private, Assoc-acdm,12, Separated, Adm-clerical, Unmarried,0,0,40,"0800 Theresa Freeway Suite 124
Tinachester, FL 16351",darrylmann@rose-cook.biz,13,PVT,130,S,1,I,0,1242000
fac6aee5-7737-468e-ada2-b7ef7ac6982d, Male,1/5/1979, Private, Prof-school,15, Married-civ-spouse, Adm-clerical, Husband,0,0,40,"23053 Schmidt Trail
Devonfurt, ID 13938",james52@gmail.com,13,PVT,5,,1,R,0,1907000
215adbd2-be29-4191-a9bd-494bfac2b74a, Female,1/4/1984, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family,0,0,38,"734 Taylor Court
New Juanfurt, NV 38361",amberhamilton@hotmail.com,13,NBF,5,,1,R,0,1652000
ccb13732-97f8-489a-bc8f-fe838976251e, Female,12/31/1999, Private, Some-college,10, Never-married, Transport-moving, Own-child,0,0,17,"20466 Deanna Streets Suite 151
Nguyenview, MO 81059",elizabethlewis@walker.com,13,NBF,47,S,1,I,0,176000
cac5cd12-38d3-4ba0-b951-a89fd828757f, Male,1/2/1991, Private, 10th,6, Never-married, Prof-specialty, Not-in-family,0,0,40,"71574 Deleon Port Suite 295
Lake Jennifer, CA 71685",mmelton@hotmail.com,,PVT,189,,1,I,0,813000
61226b84-dfe6-4705-8f1f-751bee69568e, Female,1/1/1993, Private, HS-grad,9, Married-civ-spouse, Tech-support, Wife,0,0,40,"83365 Heather Lake Suite 337
Lake Matthew, UT 69108",medinashawn@yahoo.com,2,PVT,5,,1,R,0,143000
6553c031-8255-44eb-9acb-2ff4beca258d, Male,1/9/1961, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Farming-fishing, Husband,0,1579,60,"1480 Carter Parkway
Port Elizabeth, NM 23647",nathanlopez@moreno.net,13,PVT,999,S,1,I,0,549000
9b057242-e718-4f4c-a03a-e653462661b6, Female,1/2/1989, Private, Bachelors,13, Never-married, Other-service, Not-in-family,0,0,25,"407 Shannon Forks Apt. 579
Thomasfurt, NY 24498",patricia72@hotmail.com,13,PVT,123,,1,I,0,1814000
c4eda3cd-d899-4dcb-9889-2605d0ce2ee4, Male,12/31/1998, Private, HS-grad,9, Never-married, Other-service, Other-relative,0,0,40,"731 Cabrera Falls
Lake Diamondtown, NY 45504",lopezjuan@le.com,13,NBF,5,,1,R,0,690000
494d4f9c-ba0a-4cbc-828f-09132f81941e, Male,1/1/1994, Private, Some-college,10, Never-married, Craft-repair, Unmarried,0,0,37,"49250 Derek Ramp Apt. 091
South Waynemouth, FL 63656",lgraham@williams-webb.com,11,NBF,189,,1,I,0,177000
13507483-e3b4-4137-aca6-0aa5873025f9, Female,1/1/1993, Private, Assoc-voc,11, Divorced, Adm-clerical, Unmarried,0,0,40,"217 Paul Corner
Johnburgh, WV 18871",tyleralvarez@yahoo.com,99,NBF,189,,1,I,0,477000
8e5bf80c-ca01-4948-95ce-f9b7fa23091d, Male,1/5/1978, Local-gov, 10th,6, Never-married, Farming-fishing, Unmarried,0,0,35,"4494 Adam Crossing Apt. 524
Port Janeton, OR 09112",garciakathleen@smith-marshall.com,13,PVT,5,,1,R,0,1527000
1d35bf03-5b51-4e99-b21b-c242801848cd, Male,1/1/1996, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family,0,0,40,"USNS Bennett
FPO AP 77167",keithfisher@hansen.com,1,PVT,5,?,1,R,0,947000
b823e28d-c1d7-477b-b182-ccf42f2f3f68, Male,1/7/1969, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Not-in-family,0,0,40,"047 Veronica Island
Pittmanberg, OR 16042",ukerr@myers.com,13,PVT,5,,1,R,0,1509000
c3147b1f-d909-4172-ba66-d905568512ba, Male,1/2/1990, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family,0,0,50,"3074 Mary Common
Catherineton, HI 69722",melissarussell@rogers-payne.com,13,PVT,130,S,1,I,0,1566000
b1b54182-ae01-414a-8c9e-cb598f08089c, Female,1/1/1994, Private, 11th,7, Never-married, Machine-op-inspct, Unmarried,0,0,15,"45906 Walter Junctions Apt. 823
Jonesstad, ID 22287",melissa58@gmail.com,7,PVT,5,,1,R,0,635000
c2f89103-0b03-425c-9809-dce96ae5a55f, Male,1/7/1969, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,0,0,40,"2354 Ryan Vista
Ashleyville, MN 96370",etorres@yahoo.com,7,PVT,5,,1,R,0,1327000
93be2233-9fae-4f57-a318-af3beb2fd089, Female,1/4/1982, Private, Some-college,10, Widowed, Other-service, Other-relative,0,0,45,"140 Obrien Terrace
Jessicaside, AL 57357",veronicalewis@smith.com,99,PVT,58,S,1,M,0,1937000
7b5dd54e-9ba6-4fdc-86d9-2ab1c4d92efb, Male,1/1/1996, Private, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Own-child,0,0,35,"02097 Ernest River
Robertfort, IN 39399",barbermeghan@smith.com,13,NBF,999,D,1,I,0,557000
76f25a48-b790-49a9-ac7a-095c17530153, Female,1/7/1972, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Wife,0,0,50,"591 Susan Radial Suite 714
Dannybury, RI 77820",edgar03@patrick-white.com,99,NBF,5,,1,R,0,433000
b588cf3c-8e34-42d8-98cf-36a0d65aaab6, Male,1/3/1985, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,0,0,40,"46729 Martin Plains
Greeneton, OK 16291",yrobinson@hart-campbell.com,13,PVT,5,,1,R,0,820000
46c9a88c-8219-4da1-94e6-8fd0682ed44a, Male,1/11/1956, Private, HS-grad,9, Never-married, Exec-managerial, Not-in-family,0,0,3,"033 Hines Circle
North Alvin, TN 56047",brendarobinson@byrd-smith.com,13,NBF,5,,1,R,0,194000
c8285b17-9c64-4101-830a-4773c9edf70d, Female,1/1/1994, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried,0,0,35,"PSC 8968, Box 1459
APO AE 32198",patricknichols@perez.com,10,PVT,5,,1,R,0,476000
9e663192-1462-43b5-8556-5625d2c7ff1d, Male,1/4/1981, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Transport-moving, Husband,0,0,30,"7308 Nichols Light
West Joshua, AK 37768",bmiller@ryan.com,14,NBF,5,,1,R,0,1953000
ad9b18bc-21e8-448f-9864-6d7602790012, Female,1/8/1965, Private, Some-college,10, Never-married, Adm-clerical, Own-child,0,0,36,"460 Acevedo Pine
Port Ashleyburgh, WA 63027",johnstoneric@walker.com,13,NBF,5,,1,R,0,314000
2f9d766e-57a6-4e8c-af5e-09e2a0ab6b9b, Male,1/3/1987, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,0,0,40,"2372 Osborne Valley
Robertsshire, MD 92194",hillandrew@gmail.com,13,NBF,5,,1,R,0,984000
edeede2d-0533-40c4-8fe5-90e3c918c9b5, Male,1/2/1992, Local-gov, HS-grad,9, Never-married, Adm-clerical, Other-relative,0,0,20,"6477 Kristine Meadow Suite 161
West Ashley, GA 59281",christopher53@calderon.com,13,NBF,5,,1,R,0,1221000
6d8a8f32-9313-46da-941c-a71744621966, Male,1/7/1970, Private, Masters,14, Married-civ-spouse, Machine-op-inspct, Husband,0,0,30,"827 Amanda Passage Suite 267
East Lindseyview, WI 14073",scampbell@kidd.biz,13,NBF,5,,1,R,0,1546000
8aeb4bbe-9689-42d3-9816-85bc75d7f994, Female,1/6/1976, Federal-gov, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family,0,1741,40,"814 Mcclure Squares Apt. 730
Lake Anne, MI 26295",qwilliams@yahoo.com,99,PVT,5,,1,R,0,415000
94308fac-faa7-43d8-9722-157c4176a2e5, Male,1/3/1986, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband,0,0,50,"55861 Aguilar Unions Suite 006
Joshuaview, VT 17995",lorettayoung@hotmail.com,13,NBF,191,,1,I,0,1249000
fbcb91b2-7a60-4d35-9f19-e853d90b1be5, Female,12/31/1997, Private, Some-college,10, Never-married, Adm-clerical, Unmarried,0,0,30,"48788 Angela Trail Suite 382
Chanberg, NE 90718",marshmonique@myers.com,16,NBF,189,,1,I,0,1428000
66091593-c61f-4124-b6e1-47f2904097ca, Male,1/7/1970, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family,0,0,40,"214 Martin Lodge Apt. 376
South Donaldberg, SD 70674",robert16@reed.com,99,PVT,5,,1,R,0,1270000
6bc9f2e5-7648-47dd-9112-d715233b3fab, Male,1/4/1981, Private, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband,0,0,40,"2283 Mullins Road Apt. 826
Lake Michelle, MA 19805",josegray@townsend.biz,13,PVT,173,,2,I,0,618000
ee95c714-78ab-49a6-ba7d-655411feb0d6, Male,12/31/1997, Local-gov, 11th,7, Never-married, Handlers-cleaners, Own-child,0,0,35,"1822 Ryan Dale
New Deborah, TX 59982",kathrynyork@kaufman-king.info,99,PVT,5,,1,R,0,1919000
fc7d722e-30b2-41b9-9a58-8230675d684e, Male,1/5/1978, Private, 9th,5, Divorced, Craft-repair, Not-in-family,0,0,40,"9906 Wheeler Rapids Suite 534
New Curtis, MS 01571",brandonortiz@gmail.com,13,NBF,189,,1,I,0,1083000
d180644b-9553-4a61-9492-b8e3ecef29f4, Female,12/30/2001, Private, HS-grad,9, Never-married, Sales, Own-child,0,0,33,"6070 Kelly Glens Apt. 758
Williamshaven, NH 30227",lisasalinas@yahoo.com,13,NBF,177,S,4,I,0,221000
5365e09e-0282-490c-8c8a-848c27b51538, Female,1/1/1993, Private, Some-college,10, Married-spouse-absent, Sales, Not-in-family,0,0,25,"5153 Nathan Springs Apt. 478
Port Tamara, NM 16646",handerson@yahoo.com,13,NBF,5,,1,R,0,1859000
d3daecab-da13-4f89-a8db-04d953783b2f, Female,1/7/1969, Private, 10th,6, Separated, Machine-op-inspct, Unmarried,0,0,40,"49298 King Knoll Suite 119
New Williamview, WY 19840",manueloconnor@cruz.net,99,PVT,5,,1,R,0,868000
789800d3-d228-47ab-9d56-aa3f99e08214, Male,1/1/1993, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband,0,0,40,"87186 Jennings Forks
Youngmouth, OK 96108",vpowell@hotmail.com,2,PUB,184,S,1,I,0,681000
d0e3e166-1a6d-429f-a4ac-f38a88b9fee8, Male,1/10/1960, Self-emp-not-inc, 11th,7, Married-civ-spouse, Farming-fishing, Husband,0,0,50,"29818 Boyd Forest
East Kaitlinside, FL 23319",harperveronica@gmail.com,99,PVT,5,,1,R,0,1164000
696a8b9e-cf1c-4464-8b9b-b42f20b4e802, Male,1/4/1984, Private, 1st-4th,2, Married-civ-spouse, Handlers-cleaners, Husband,0,0,40,"815 Vargas Turnpike
West Ethanfort, IL 18873",mlawrence@hayes.com,13,NBF,189,,1,I,0,1631000
e4b3239c-1c46-46d3-8ac9-642bc7e456cb, Male,1/5/1979, Private, HS-grad,9, Married-spouse-absent, Transport-moving, Unmarried,0,0,50,"USCGC May
FPO AA 33819",christinavasquez@gmail.com,13,NBF,5,,1,R,0,1254000
47a71d28-b89c-45a0-8d09-520a4a70de6f, Male,1/3/1986, Private, Some-college,10, Married-civ-spouse, Adm-clerical, Husband,0,0,40,"7374 Eric Vista
Kirkland, AK 94890",courtney75@hansen.com,13,PVT,5,,1,R,0,1913000
997a7846-5f33-477a-97aa-35ab1dd8c304, Female,12/31/1997, State-gov, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family,0,0,15,"6847 Nicole Unions
Jasonhaven, WA 71864",vbass@hayes-williams.org,13,NBF,5,,1,R,0,273000
3d81142d-dea8-4e73-9aa4-f425a115d927, Male,1/1/1993, Private, Bachelors,13, Never-married, Tech-support, Not-in-family,0,0,37,"2945 Wilson Stream
Millerberg, SD 22077",lindsey42@brown.org,13,NBF,5,,1,R,0,1264000
f272ad53-f992-4042-98e3-2fea3f37bd9e, Male,1/2/1991, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband,0,0,50,"09599 Cole Locks Suite 558
Parsonschester, OR 97978",lisamarks@hotmail.com,99,PVT,123,S,1,I,0,691000
c497da1d-cbe7-42f1-9807-6548f9f5e69f, Male,1/4/1981, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband,0,2051,40,"570 Strickland Isle Apt. 475
Kellyberg, MT 09467",woodmichelle@yahoo.com,13,PVT,5,,1,R,0,654000
eb3d97e9-93f1-4179-b013-5e6f0bc28779, Male,1/1/1993, Private, 10th,6, Separated, Machine-op-inspct, Own-child,0,0,35,"449 Erika Crossing
Michaelbury, OH 33499",thomasstacey@bradley.com,99,PVT,5,,1,R,0,310000
b8103137-63fa-4f90-b8e0-6993aaf63b0b, Male,1/2/1989, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband,0,0,47,"9938 Ford Mews
Andradestad, TN 44535",megan61@yahoo.com,,PVT,5,,1,R,0,339000
ce8dbf15-5374-47fb-9c46-c205bc4f80c9, Female,1/7/1970, Federal-gov, Masters,14, Never-married, Exec-managerial, Not-in-family,0,0,50,"57100 Briana Cape
East Matthew, MT 38230",joneschristina@stevenson-lamb.com,13,PVT,5,,1,R,0,1864000
e51d35ee-f59f-4c7b-a29a-eea0dd9a8be5, Male,1/9/1964, Private, 7th-8th,4, Married-civ-spouse, Other-service, Husband,0,0,40,"8960 Singh Valley Apt. 298
Kevinburgh, NJ 43628",ajones@hotmail.com,16,NBF,173,L,1,I,0,1003000
d11beda2-0bc9-4b89-8731-1120c7a70893, Male,1/2/1989, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband,0,0,45,"23049 Barron Wall
South Michael, MO 02446",schwartzjonathan@marshall-perez.com,13,NBF,189,,1,I,0,746000
2dbaa604-c0ea-4c30-b3b8-309c9e10b3ac, Male,1/3/1985, Private, Assoc-voc,11, Never-married, Transport-moving, Not-in-family,0,0,40,"02918 Scott Garden
Lewisview, MI 89654",taylorhayden@snyder-murphy.com,13,NBF,5,,1,R,0,562000
bce7f9ab-c364-4193-9c2a-9dfb595174bb, Male,1/3/1985, Private, HS-grad,9, Divorced, Handlers-cleaners, Other-relative,0,0,40,"6018 Cline Causeway
New Dennismouth, UT 87098",greenelindsey@moore.info,13,PVT,999,B,1,I,0,1375000
ecde9a29-ddcd-4c91-be5b-663fce13c774, Male,1/4/1984, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband,0,0,40,"7241 Oscar Villages Apt. 044
South Jenniferport, NE 35951",ashleygarner@gmail.com,13,NBF,5,,1,R,0,123000
16bda70e-adf3-4c5c-b891-47463fb24596, Male,1/6/1973, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband,0,1672,65,"4433 Christopher Well Suite 547
East Bryanville, IL 54422",edwardmitchell@hotmail.com,13,PVT,5,,2,R,0,1599000
41aa0b9a-45e6-4f2d-b9a4-0d7aa548c17b, Male,12/31/1996, Private, Some-college,10, Never-married, Other-service, Not-in-family,0,0,25,"3191 Diaz Green
Monicaland, AZ 82011",danielle11@fleming.org,7,PVT,5,,1,R,0,1522000
5b2926f1-ae3a-4ffa-8f3f-59e081c0f2ef, Female,12/31/1998, Private, Some-college,10, Never-married, Sales, Other-relative,0,0,20,"28947 Dunn Valley
New Andrealand, VA 09288",srussell@gmail.com,13,PVT,5,,1,R,0,1937000
cb67dad4-5deb-488a-8ca7-52e107ba6b6c, Female,1/7/1971, Private, Some-college,10, Separated, Exec-managerial, Unmarried,0,0,60,"36759 Perez Stream
Port Amberview, DE 67876",joseph35@sutton.com,13,PVT,121,L,1,I,0,1582000
01081167-90c1-4779-98c0-698087dfecb1, Male,1/6/1974, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband,0,0,40,"128 Jones Forest
New Angela, NM 46779",amanda43@clark.com,13,NBF,227,B,1,I,0,1845000
e3d4d599-b301-4557-b3cd-e958903a532a, Male,1/1/1993, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband,0,0,40,"9001 Parker View
West Melanieton, AK 06346",juanbarnes@hotmail.com,13,NBF,5,,1,R,0,1077000
7eed1d10-2690-4401-89c3-8252ab1807c0, Male,1/7/1972, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband,0,0,40,"PSC 0903, Box 9457
APO AE 73334",jefferymcdaniel@yahoo.com,16,PVT,5,,1,R,0,1122000
03e79216-56d1-48b9-995f-b27e08eee956, Female,1/2/1990, Private, Some-college,10, Divorced, Adm-clerical, Unmarried,0,0,40,"USNS Cortez
FPO AA 49347",pamela10@hart-henson.net,99,PVT,5,,1,R,0,1112000
02555d07-d3ac-4b72-8815-e8544f03535a, Male,1/2/1991, Local-gov, Bachelors,13, Divorced, Prof-specialty, Not-in-family,0,0,50,"9853 Brandy Islands
Gambleborough, ME 76591",donnaward@bush.com,13,NBF,5,,1,R,0,544000
dc3b798d-463c-495e-b089-791279da6e10, Male,12/30/2001, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family,0,0,35,"832 Mary Shores
New Jeremyport, HI 46199",langkelly@yahoo.com,13,NBF,189,,1,I,0,1895000
69c7185c-dda6-4d6e-8ca4-9844f7d84dbb, Female,12/31/1996, Private, Some-college,10, Never-married, Tech-support, Not-in-family,0,0,40,"319 Karen Dam
North Ianside, MD 22860",jonesbrittany@gmail.com,7,PVT,5,,1,R,0,240000
85aa0622-6f2c-4114-9ef5-bff2b4ac489f, Female,1/5/1978, Private, HS-grad,9, Never-married, Other-service, Not-in-family,0,0,65,"5601 Foster Fort Apt. 377
Thorntonland, VT 27411",sean08@morris.org,2,PVT,47,S,1,I,0,1582000
c7d37f3a-8d28-4d59-b1f2-159e179f0792, Male,1/1/1996, Private, Some-college,10, Never-married, Craft-repair, Unmarried,0,0,50,"USNV Nguyen
FPO AA 69785",juanpeck@gross.com,13,FOR,5,,1,R,0,214000
0edfa8c9-30f6-4f1e-9a7f-5c395783c790, Female,1/4/1982, Private, HS-grad,9, Never-married, Sales, Not-in-family,0,0,33,"71461 Hines Court Suite 499
New Jason, CO 86919",samantha90@gmail.com,,PVT,189,,1,I,0,546000
c4c5f586-399c-4531-8819-d72fc771a459, Male,12/31/1999, State-gov, Some-college,10, Never-married, Prof-specialty, Own-child,0,0,40,"233 Shelton Summit Suite 900
Andreaville, SC 53445",tthomas@hotmail.com,13,PVT,121,S,1,I,0,665000
a0e9c0a6-0a64-4c21-8dd2-2c40e76aebe5, Female,1/2/1990, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family,0,0,40,"4658 Wright Oval
South Leahmouth, AZ 50111",elizabeth16@yahoo.com,13,PVT,173,L,1,I,0,1742000
f3cd2020-878e-462b-ad26-90cbdb276839, Male,1/2/1991, Federal-gov, HS-grad,9, Divorced, Adm-clerical, Not-in-family,0,0,45,"659 Bridget Rue
South Meghanmouth, WA 71615",hmartinez@koch.biz,13,PVT,5,,1,R,0,220000
77e71866-f3be-4d31-905d-8100bd1eaf17, Female,1/5/1978, Private, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family,0,0,40,"271 April Circles
Lake Christinefort, PA 00740",richardyoung@hotmail.com,13,PVT,191,,1,I,0,415000
0d54a372-486f-456b-a292-3f0e62ed91bd, Male,1/1/1996, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family,0,0,40,"57508 Emily Union Suite 432
Figueroaton, CA 37336",bellwilliam@gmail.com,7,PVT,5,,1,R,0,300000
ec38a181-fa8a-46ef-985d-3717f88ae86a, Male,1/5/1978, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family,0,0,44,"9123 Andrew Lights Apt. 104
Sharonmouth, OK 22024",hblackwell@gonzalez.com,13,PVT,5,,1,R,0,1048000
18c1b153-7bc1-44fb-88c2-664765cebff9, Male,1/5/1978, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband,0,0,45,"55038 Hansen Square
Juliaberg, MD 57275",htran@yahoo.com,13,NBF,189,S,1,I,0,1851000
c0589dd6-192b-4820-926c-afedae30a2af, Female,1/6/1974, Private, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family,0,0,40,"2879 Mitchell Pine
Wilsonshire, IN 61481",pmccann@gmail.com,13,NBF,5,,1,R,0,1167000
7b608fe2-3a71-4894-b63f-a567d77c257d, Female,1/5/1977, Private, Some-college,10, Divorced, Adm-clerical, Unmarried,0,0,35,"7823 Elizabeth Turnpike Suite 440
Adamsmouth, SD 86667",graysean@edwards.info,13,NBF,189,B,1,I,0,1606000
44a06e98-6f3b-4459-a6c9-6a2f019ea0dd, Female,1/5/1977, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family,0,0,40,"8104 Kelly Brooks
Crawfordbury, MA 36970",lawrenceangela@jackson.com,13,NBF,189,,1,I,0,425000
1db92359-73d1-4c0d-a35a-a24db4cd0c24, Male,1/1/1993, Private, 11th,7, , Craft-repair, Own-child,0,0,40,"649 Carney Gateway Suite 050
Nashfort, IA 77690",caleb16@hotmail.com,13,NBF,5,,1,R,0,797000
e45a1b84-4410-43c0-a5ab-0674434762ad, Male,1/2/1989, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband,0,0,50,"6450 Michele Fort
Elizabethmouth, NJ 59428",sergio54@richardson-mckee.info,16,NBF,5,,1,R,0,142000
a92f962b-fa86-48de-83eb-33bb64c51280, Female,1/6/1976, Private, 9th,5, Never-married, Other-service, Unmarried,0,0,40,"22463 Ryan Highway
Port Emily, AL 45779",david51@tapia.com,13,PVT,5,,1,R,0,1282000
4653f6fd-8c19-4277-8307-93e7d317e476, Female,1/1/1993, Private, Some-college,10, Divorced, Prof-specialty, Own-child,0,0,40,"822 Clark Extensions
East Troy, HI 92294",heidipham@graves-morris.com,99,NBF,5,,1,R,0,453000
d621b70b-5bed-4f77-aebc-82a025c7529c, Male,1/1/1994, Private, HS-grad,9, Divorced, Farming-fishing, Not-in-family,0,0,40,"9466 Walker Highway
East Devonview, MO 87324",lynndaniel@lopez.com,13,NBF,5,,1,R,0,1539000
4764dd8c-0c55-420d-a436-43cfd58abcbd, Female,1/7/1971, Self-emp-not-inc, Bachelors,13, Widowed, Sales, Unmarried,0,0,40,"449 Calderon Streets Apt. 218
South Christopher, NJ 30432",cohenbryan@yahoo.com,13,PVT,5,,1,R,0,178000
7b077d50-1112-483f-a30a-174fb5270608, Female,1/1/1995, Private, Some-college,10, Married-civ-spouse, Other-service, Wife,0,0,60,"655 James Shore Apt. 984
New Cheryl, OK 70723",griffinmichael@hotmail.com,13,NBF,5,,1,R,0,322000
8aaccd4f-912b-4608-ac8a-e2074d42212b, Female,1/3/1987, Local-gov, Bachelors,13, Never-married, Exec-managerial, Not-in-family,0,0,50,"PSC 3928, Box 3119
APO AP 25537",nclark@summers-taylor.info,13,PVT,5,,1,R,0,983000
6093959f-9d28-4f7c-8869-fe9827bcd418, Male,12/31/1997, Private, HS-grad,9, Never-married, Sales, Unmarried,0,0,20,"9725 Alison Route
Hillport, OR 33048",sarah86@hotmail.com,99,PVT,5,,1,R,0,793000
e834b601-3b3e-4822-ab80-6f5e42a3c3c7, Male,1/2/1990, Self-emp-not-inc, Bachelors,13, Never-married, Sales, Unmarried,0,0,40,"52552 Rachel Glen
North Johnathan, MT 67843",steven84@miller.com,13,NBF,189,,1,I,0,1684000
8945fe79-5721-4348-9e88-b116746f746a, Male,1/2/1992, Private, Some-college,10, Never-married, Other-service, Not-in-family,0,0,40,"301 Campbell Courts Apt. 074
New Frank, AR 42515",lori62@yahoo.com,13,NBF,47,L,1,I,0,1926000
8308151f-2bda-4bd8-8938-78985a9cfb09, Male,12/31/1999, Private, Assoc-voc,11, Never-married, Other-service, Own-child,0,0,40,"249 Evans Stravenue
Jessicamouth, SD 11464",matthewcollins@tucker.com,13,PVT,123,S,1,I,0,102000
bacf2142-886c-48d0-9c9b-70cbb064d143, Male,1/5/1977, Private, Prof-school,15, Never-married, Prof-specialty, Not-in-family,0,0,66,"PSC 0572, Box 0555
APO AP 14869",woodstracy@morton-burnett.info,13,PVT,5,,1,R,0,1071000
65ab90bb-0787-47e8-835b-95958e566260, Female,12/30/2001, Private, HS-grad,9, Never-married, Sales, Own-child,0,0,20,"222 Sharon Brooks
South Rhonda, LA 32058",dianehamilton@gmail.com,13,NBF,189,L,1,I,0,684000
0797ee01-4c6b-4b9d-a114-1574e51a338f, Male,1/8/1967, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband,0,0,40,"USCGC Kelly
FPO AP 39479",plittle@morgan.com,13,NBF,189,,1,I,0,702000
f47e03c4-6834-4f3b-a6e1-9e7092a8dcd7, Male,12/31/1998, Private, 10th,6, Married-civ-spouse, Handlers-cleaners, Husband,0,0,35,"0305 Johnson Trail
New Kristenview, WY 04026",garrisonbrandon@mcclure.org,13,PVT,5,,1,R,0,906000
2dd4cdb3-d36e-4412-bb60-0dc2ff4ea851, Male,1/7/1971, Private, Assoc-voc,11, Married-civ-spouse, Sales, Husband,0,0,25,"50466 Anne Park
North Williamville, SD 34743",ashley50@yahoo.com,13,NBF,189,,1,I,0,849000
cc872cfe-7ef8-49f9-a1d3-a7c483a86bb6, Male,1/6/1974, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband,0,0,40,"18684 Carlson Hills Apt. 440
Lake Andrewport, AL 45452",cunninghamcarmen@douglas.info,99,PVT,5,,1,R,0,660000
0b423214-7a72-4836-bf80-4bd3230f3dcd, Female,1/10/1959, Self-emp-not-inc, HS-grad,9, Widowed, Prof-specialty, Unmarried,0,0,16,"58684 Michael Streets Suite 473
Port Laurie, ND 90843",james65@greene.com,99,PVT,5,,1,R,0,573000
70acab4f-b460-4c71-8fc6-908475f8e1ad, Female,1/7/1972, Private, Some-college,10, DIVORCED, Exec-managerial, Not-in-family,0,0,38,"8003 Elizabeth Parkway
South Lynn, OH 86600",melissamyers@williams.com,13,NBF,189,,1,I,0,236000
bbeff264-d23b-402b-b6d8-e828ec5b6395, Male,1/6/1976, Private, 9th,5, Divorced, Craft-repair, Not-in-family,0,0,40,"06933 Amanda Unions
New Denise, HI 89652",fbutler@coleman-joseph.com,99,PVT,5,,1,R,0,1024000
e17cb3a9-d1df-4c93-b02e-26874624a740, Male,1/4/1983, Self-emp-inc, Bachelors,13, Married-civ-spouse, Craft-repair, Husband,0,0,60,"7225 Dyer Plaza Suite 958
East Brianberg, MN 28326",joseph53@yahoo.com,,PVT,5,,1,R,0,1979000
